family_id,source_identity,exact_dataset_ids,source_commit_or_package,rights_status,raw_or_processed,prior_target_exposure,physical_system,source_conditions,independent_unit,group_count_or_reason,measured_observable,observable_unit,uncertainty_available,current_ewp_component,possible_observation_operator,existing_use,additional_legitimate_use,strongest_claim_level,direct_parameter_transfer_possible,source_conditioned_calibration_possible,retrospective_grouped_test_possible,utility_class,utility_rationale,primary_limitation,architecture_implication,selected_quantitative_lane,selection_or_exclusion_reason,supporting_artifact_ids
schulman2011,schulman2011,schulman2011/basket_geometry,2058d0e947ee9eb92c52d64f6165b810f1fb4732,"Schulman, Home-Barista.com (2011); non-peer-reviewed; no DOI",REGISTERED_SOURCE_ARTIFACT,TARGET_EXPOSED_RETROSPECTIVE_COMPARISON_DATA,espresso/coffee source-defined,G9 screen-resistance [RS] orifice/Poiseuille construction,source-defined; not promoted to fold,not enumerated: unselected Phase-A context,schulman2011/basket_geometry,mm; um; mm^2,n,source-dependent; no automatic input transfer,source-native units retained; explicit EWP bridge required,G9 screen-resistance [RS] orifice/Poiseuille construction,NO_CURRENT_DECISION_RELEVANT_USE,CONSTRAINT_OR_CONTEXT,false,false,false,NO_CURRENT_DECISION_RELEVANT_USE,"schulman2011/basket_geometry: G9 screen-resistance [RS] orifice/Poiseuille construction; caveat: 14 baskets; A_h face-side (tapered holes, unknown bias); hole count derived; plate thickness assumed",DATA_COVERAGE,evaluate source observable bridge; do not infer EWP equivalence,,"schulman2011/basket_geometry: G9 screen-resistance [RS] orifice/Poiseuille construction; caveat: 14 baskets; A_h face-side (tapered holes, unknown bias); hole count derived; plate thickness assumed",PW_MANIFEST
sci_md_007_r1,sci_md_007_r1,sci_md_007_r1/registers,2058d0e947ee9eb92c52d64f6165b810f1fb4732,mixed per source cards,REGISTERED_SOURCE_ARTIFACT,TARGET_EXPOSED_RETROSPECTIVE_COMPARISON_DATA,espresso/coffee source-defined,SCI-MD-007 R1 reducer input,source-defined; not promoted to fold,not enumerated: unselected Phase-A context,sci_md_007_r1/registers,mixed as published,y,source-dependent; no automatic input transfer,source-native units retained; explicit EWP bridge required,SCI-MD-007 R1 reducer input,NO_CURRENT_DECISION_RELEVANT_USE,CONSTRAINT_OR_CONTEXT,false,false,false,NO_CURRENT_DECISION_RELEVANT_USE,sci_md_007_r1/registers: SCI-MD-007 R1 reducer input; caveat: primary eligibility and all counts are derived; fitted/asymptotic rows remain ineligible,DATA_COVERAGE,evaluate source observable bridge; do not infer EWP equivalence,,sci_md_007_r1/registers: SCI-MD-007 R1 reducer input; caveat: primary eligibility and all counts are derived; fitted/asymptotic rows remain ineligible,PW_MANIFEST
smrke2024,smrke2024,smrke2024/figures,2058d0e947ee9eb92c52d64f6165b810f1fb4732,"Smrke et al. 2024, Scientific Reports (CC BY 4.0); DOI 10.1038/s41598-024-55831-x; raw on request from S. Smrke",REGISTERED_SOURCE_ARTIFACT,TARGET_EXPOSED_RETROSPECTIVE_COMPARISON_DATA,espresso/coffee source-defined,"consumer gate target: an extraction config at 20 g/40 g/9 bar lands its (EY, t_shot) on the Fig 3 curve within scatter; Fig S1 is a second-machine flow-profile complement to DE1 fixture A",source-defined; not promoted to fold,not enumerated: unselected Phase-A context,smrke2024/figures,s ; % ; um ; g/s ; ncps,partial (per-marker overlap-split flags + notes; no published error statistics),source-dependent; no automatic input transfer,source-native units retained; explicit EWP bridge required,"consumer gate target: an extraction config at 20 g/40 g/9 bar lands its (EY, t_shot) on the Fig 3 curve within scatter; Fig S1 is a second-machine flow-profile complement to DE1 fixture A",RIGHTS_OR_AVAILABILITY_BLOCKED,CONSTRAINT_OR_CONTEXT,false,true,false,RIGHTS_OR_AVAILABILITY_BLOCKED,"smrke2024/figures: consumer gate target: an extraction config at 20 g/40 g/9 bar lands its (EY, t_shot) on the Fig 3 curve within scatter; Fig S1 is a second-machine flow-profile complement to DE1 fixture A; caveat: no published coefficients/error stats so no reproduction gate is possible; the fines-mechanism claim is an absence-of-effect argument at n=3/condition; sensory is single Q-grader (not double-blind); PTR-MS IDs tentative; marker-overlap uncertainty on some Fig 3 clusters",RIGHTS_OR_AVAILABILITY,evaluate source observable bridge; do not infer EWP equivalence,,"smrke2024/figures: consumer gate target: an extraction config at 20 g/40 g/9 bar lands its (EY, t_shot) on the Fig 3 curve within scatter; Fig S1 is a second-machine flow-profile complement to DE1 fixture A; caveat: no published coefficients/error stats so no reproduction gate is possible; the fines-mechanism claim is an absence-of-effect argument at n=3/condition; sensory is single Q-grader (not double-blind); PTR-MS IDs tentative; marker-overlap uncertainty on some Fig 3 clusters",PW_MANIFEST
sobolik2002,sobolik2002,sobolik2002/rheology,2058d0e947ee9eb92c52d64f6165b810f1fb4732,"Sobolik et al. 2002, Journal of Food Engineering 51:93-98 (Elsevier); PII S0260-8774(01)00042-5; digitized/computed by Puckworks",REGISTERED_SOURCE_ARTIFACT,TARGET_EXPOSED_RETROSPECTIVE_COMPARISON_DATA,espresso/coffee source-defined,"third independent liquor-viscosity source for gap G10 (adjudicate the ~40-55% telisromero/khomyakov offset); mu(omega,T) data for flow-coupling sensitivity",source-defined; not promoted to fold,not enumerated: unselected Phase-A context,sobolik2002/rheology,Pa s ; S m^-1 ; omega kg/kg ; degC,y (evidence_strength labels + digitization residuals + Table 2 confidence intervals),source-dependent; no automatic input transfer,source-native units retained; explicit EWP bridge required,"third independent liquor-viscosity source for gap G10 (adjudicate the ~40-55% telisromero/khomyakov offset); mu(omega,T) data for flow-coupling sensitivity",CONDITIONAL_PREDICTIVE_EVALUATION,CONSTRAINT_OR_CONTEXT,false,true,false,CONDITIONAL_PREDICTIVE_EVALUATION,"sobolik2002/rheology: third independent liquor-viscosity source for gap G10 (adjudicate the ~40-55% telisromero/khomyakov offset); mu(omega,T) data for flow-coupling sensitivity; caveat: soluble-coffee (freeze-dried) extract, NOT espresso liquor; omega = dry-coffee mass fraction; Fig 5 deliberately not scatter-digitized (carried by Table 1); Table 1 endpoint anomaly + thixotropy flags in the dir README; Weisser 1972 data available via Fig 3 only",MODEL_INPUT_REQUIREMENT,evaluate source observable bridge; do not infer EWP equivalence,,"sobolik2002/rheology: third independent liquor-viscosity source for gap G10 (adjudicate the ~40-55% telisromero/khomyakov offset); mu(omega,T) data for flow-coupling sensitivity; caveat: soluble-coffee (freeze-dried) extract, NOT espresso liquor; omega = dry-coffee mass fraction; Fig 5 deliberately not scatter-digitized (carried by Table 1); Table 1 endpoint anomaly + thixotropy flags in the dir README; Weisser 1972 data available via Fig 3 only",PW_MANIFEST
telisromero2000,telisromero2000,g10_liquor_rheology/telisromero2000_thermal,2058d0e947ee9eb92c52d64f6165b810f1fb4732,"paywalled (Tandfonline, bot-blocked here); coefficients + anchors from docs/cards/telisromero2000.md, Figs 2-5 NOT digitized/redistributed",REGISTERED_SOURCE_ARTIFACT,TARGET_EXPOSED_RETROSPECTIVE_COMPARISON_DATA,espresso/coffee source-defined,gate_g10_telisromero2000_thermal (reproduce Fig endpoints within plotting accuracy; document Eq-6 typo; confirm alpha convection offset; normalization guard),source-defined; not promoted to fold,not enumerated: unselected Phase-A context,g10_liquor_rheology/telisromero2000_thermal,kg/m^3; J/(kg*degC); W/(m*degC); m^2/s; degC; mass-fraction,y (authors' r^2 0.981/0.993/0.986/0.944; internal alpha inconsistency -11.35% +/-3.87%),source-dependent; no automatic input transfer,source-native units retained; explicit EWP bridge required,gate_g10_telisromero2000_thermal (reproduce Fig endpoints within plotting accuracy; document Eq-6 typo; confirm alpha convection offset; normalization guard),SOURCE_MODEL_REPRODUCTION,CONSTRAINT_OR_CONTEXT,false,true,false,SOURCE_MODEL_REPRODUCTION,"g10_liquor_rheology/telisromero2000_thermal: gate_g10_telisromero2000_thermal (reproduce Fig endpoints within plotting accuracy; document Eq-6 typo; confirm alpha convection offset; normalization guard); caveat: COMPANION to telisromero2001 (same batch family) -> mu/rho/cp/k/alpha(T,X_w) liquor set. X_w is a FRACTION here vs PERCENT in 2001 (normalization hazard -> loaders guard). Eq (6) alpha T-coeff has a ~100x EXPONENT TYPO (printed 0.0212e-10; corrected 0.0212e-8 = 2.12e-10 reproduces Fig 5); corrected value loaded, printed noted. Direct alpha convection-biased +~11% vs k/(rho*cp) -> pick ONE path. Espresso TDS at UPPER edge of conc range + brew T 88-96C ABOVE 82C -> extrapolation. Water-referenced Eqs (2)/(5)/(7) NOT loaded (need external water-property tables). Bulk rho ~1003 (<=1% over water); first-drip rho ~1196 (20% mass<->volume effect). DATA-ONLY companion (no separate component; gated under sourcing2026.g10_liquor_rheology).",CROSS_SOURCE_INCOMPATIBILITY,evaluate source observable bridge; do not infer EWP equivalence,,"g10_liquor_rheology/telisromero2000_thermal: gate_g10_telisromero2000_thermal (reproduce Fig endpoints within plotting accuracy; document Eq-6 typo; confirm alpha convection offset; normalization guard); caveat: COMPANION to telisromero2001 (same batch family) -> mu/rho/cp/k/alpha(T,X_w) liquor set. X_w is a FRACTION here vs PERCENT in 2001 (normalization hazard -> loaders guard). Eq (6) alpha T-coeff has a ~100x EXPONENT TYPO (printed 0.0212e-10; corrected 0.0212e-8 = 2.12e-10 reproduces Fig 5); corrected value loaded, printed noted. Direct alpha convection-biased +~11% vs k/(rho*cp) -> pick ONE path. Espresso TDS at UPPER edge of conc range + brew T 88-96C ABOVE 82C -> extrapolation. Water-referenced Eqs (2)/(5)/(7) NOT loaded (need external water-property tables). Bulk rho ~1003 (<=1% over water); first-drip rho ~1196 (20% mass<->volume effect). DATA-ONLY companion (no separate component; gated under sourcing2026.g10_liquor_rheology).",PW_MANIFEST
telisromero2001,telisromero2001,g10_liquor_rheology/telisromero2001_closures;g10_liquor_rheology/telisromero2001_tables,2058d0e947ee9eb92c52d64f6165b810f1fb4732,"paywalled (Wiley, bot-blocked here); coefficients + anchors transcribed from docs/cards/telisromero2001.md, primary Tables 1-2 NOT redistributed | paywalled (Wiley); tables digitized by author-side drop, not redistributed beyond this repo",REGISTERED_SOURCE_ARTIFACT,TARGET_EXPOSED_RETROSPECTIVE_COMPARISON_DATA,espresso/coffee source-defined,"gate_g10_telisromero_closure (reproduce authors' anchors within stated error; confirm bulk shot-TDS mu ~= water) | gate_g10_telisromero_full_table (closures reproduce all 51 measured cells at ~authors' fit quality: eta mean 3.05% / K mean 6.98%) + gate_g10_viscosity_bulk_negligible (measured eta drives the mu(c,T) flow sensitivity study)",source-defined; not promoted to fold,not enumerated: unselected Phase-A context,g10_liquor_rheology/telisromero2001_closures;g10_liquor_rheology/telisromero2001_tables,Pa*s; Pa*s^n; K; %w/w water | Pa*s; Pa*s^n; dimensionless; %w/w; K,"y (authors' fit errors: eta mean 2.34%/max 10.17%; n 0.14%; K mean 6.77%/max 18.50%) | y (per-cell measured; authors' fit errors eta 2.34/10.17, K 6.77/18.50 mean/max %)",source-dependent; no automatic input transfer,source-native units retained; explicit EWP bridge required,"gate_g10_telisromero_closure (reproduce authors' anchors within stated error; confirm bulk shot-TDS mu ~= water) | gate_g10_telisromero_full_table (closures reproduce all 51 measured cells at ~authors' fit quality: eta mean 3.05% / K mean 6.98%) + gate_g10_viscosity_bulk_negligible (measured eta drives the mu(c,T) flow sensitivity study)",SOURCE_MODEL_REPRODUCTION,CONSTRAINT_OR_CONTEXT,false,true,false,SOURCE_MODEL_REPRODUCTION,"g10_liquor_rheology/telisromero2001_closures;g10_liquor_rheology/telisromero2001_tables: gate_g10_telisromero_closure (reproduce authors' anchors within stated error; confirm bulk shot-TDS mu ~= water); caveat: Industrial SOLUBLE-COFFEE extract (51 Brix, one batch), NOT espresso liquor -> unquantified composition bias (no oils/fines/CO2). Newtonian domain X_w 76-90%; power-law only >36% solids. Espresso TDS 4-12% solids sits at/below the source's dilute end -> mu EXTRAPOLATED toward water. Bulk shot-TDS mu ~=1.06x water (negligible); ~1.3-2x belongs to concentrated early in-pore liquor. Table1(24)/Table2(54) per-cell values NOT yet digitized (figure/table-only). Companion rho/thermal in telisromero2000 (card-only).",CROSS_SOURCE_INCOMPATIBILITY,evaluate source observable bridge; do not infer EWP equivalence,,"g10_liquor_rheology/telisromero2001_closures;g10_liquor_rheology/telisromero2001_tables: gate_g10_telisromero_closure (reproduce authors' anchors within stated error; confirm bulk shot-TDS mu ~= water); caveat: Industrial SOLUBLE-COFFEE extract (51 Brix, one batch), NOT espresso liquor -> unquantified composition bias (no oils/fines/CO2). Newtonian domain X_w 76-90%; power-law only >36% solids. Espresso TDS 4-12% solids sits at/below the source's dilute end -> mu EXTRAPOLATED toward water. Bulk shot-TDS mu ~=1.06x water (negligible); ~1.3-2x belongs to concentrated early in-pore liquor. Table1(24)/Table2(54) per-cell values NOT yet digitized (figure/table-only). Companion rho/thermal in telisromero2000 (card-only).",PW_MANIFEST
vacaguerra2023a,vacaguerra2023a,vacaguerra2023a/extraction_conditions;vacaguerra2023a/psd;vacaguerra2023a/phi_coefficients;vacaguerra2023a/omega_coefficients;vacaguerra2023a/dry_porosity_validation,2058d0e947ee9eb92c52d64f6165b810f1fb4732,"JFE 340 (2023) 111301 (Elsevier); preprint digitized, not redistributed | JFE 340 (2023) 111301 (Elsevier); preprint digitized",REGISTERED_SOURCE_ARTIFACT,TARGET_EXPOSED_RETROSPECTIVE_COMPARISON_DATA,espresso/coffee source-defined,"independent Darcy K recomputation + Eq-11 KC reconstruction (analysis.vacaguerra2023a.permeability_darcy) | coarse-fraction Rosin-Rammler (alpha,beta) + Sauter d32 + fines + sphericity for the compression/permeability closures | ANOVA response-surface coefficients for the compression factor phi (Eq. 9) | ANOVA response-surface coefficients for the repose porosity omega (Eq. 10) | cross-device compression-model validation R^2/RMSE (analysis.vacaguerra2023a.fig12_validation)",source-defined; not promoted to fold,not enumerated: unselected Phase-A context,vacaguerra2023a/extraction_conditions;vacaguerra2023a/psd;vacaguerra2023a/phi_coefficients;vacaguerra2023a/omega_coefficients;vacaguerra2023a/dry_porosity_validation,g; -; bar; mL/s; mm | um; -; um; %; - | Pa; Pa/m; Pa; Pa/m; Pa/m^2 | -; 1/m; -; 1/m | - (measured vs calculated dry-bed porosity),y (per-point sd on DeltaP/Q/delta_L) | n,source-dependent; no automatic input transfer,source-native units retained; explicit EWP bridge required,"independent Darcy K recomputation + Eq-11 KC reconstruction (analysis.vacaguerra2023a.permeability_darcy) | coarse-fraction Rosin-Rammler (alpha,beta) + Sauter d32 + fines + sphericity for the compression/permeability closures | ANOVA response-surface coefficients for the compression factor phi (Eq. 9) | ANOVA response-surface coefficients for the repose porosity omega (Eq. 10) | cross-device compression-model validation R^2/RMSE (analysis.vacaguerra2023a.fig12_validation)",OBSERVATION_OPERATOR_QUALIFICATION,CONSTRAINT_OR_CONTEXT,false,true,false,OBSERVATION_OPERATOR_QUALIFICATION,vacaguerra2023a/extraction_conditions;vacaguerra2023a/psd;vacaguerra2023a/phi_coefficients;vacaguerra2023a/omega_coefficients;vacaguerra2023a/dry_porosity_validation: independent Darcy K recomputation + Eq-11 KC reconstruction (analysis.vacaguerra2023a.permeability_darcy); caveat: mu=3.5 mPa s convention inflates K ~3-7x vs G10 -- renormalize before cross-source comparison; the two loosest 17.5 g beds (B/C) sit ~1.3-1.7x above the stated 1.8e-14..3.6e-13 band (pump curve unpublished); Eq-11 permeability is POST-FIT (lambda=7.5 on these same 9 points),OBSERVATION_OPERATOR,evaluate source observable bridge; do not infer EWP equivalence,,vacaguerra2023a/extraction_conditions;vacaguerra2023a/psd;vacaguerra2023a/phi_coefficients;vacaguerra2023a/omega_coefficients;vacaguerra2023a/dry_porosity_validation: independent Darcy K recomputation + Eq-11 KC reconstruction (analysis.vacaguerra2023a.permeability_darcy); caveat: mu=3.5 mPa s convention inflates K ~3-7x vs G10 -- renormalize before cross-source comparison; the two loosest 17.5 g beds (B/C) sit ~1.3-1.7x above the stated 1.8e-14..3.6e-13 band (pump curve unpublished); Eq-11 permeability is POST-FIT (lambda=7.5 on these same 9 points),PW_MANIFEST
viencz2023,viencz2023,viencz2023/tables1_2,2058d0e947ee9eb92c52d64f6165b810f1fb4732,public repository normalized facts,REGISTERED_SOURCE_ARTIFACT,TARGET_EXPOSED_RETROSPECTIVE_COMPARISON_DATA,espresso/coffee source-defined,SCI-MD-007 R1 direct total-content cohort,source-defined; not promoted to fold,not enumerated: unselected Phase-A context,viencz2023/tables1_2,g/100 g dry basis,y,source-dependent; no automatic input transfer,source-native units retained; explicit EWP bridge required,SCI-MD-007 R1 direct total-content cohort,NO_CURRENT_DECISION_RELEVANT_USE,CONSTRAINT_OR_CONTEXT,false,false,false,NO_CURRENT_DECISION_RELEVANT_USE,viencz2023/tables1_2: SCI-MD-007 R1 direct total-content cohort; caveat: C. canephora only; all rows share UEL/Embrapa laboratory and source lineage,DATA_COVERAGE,evaluate source observable bridge; do not infer EWP equivalence,,viencz2023/tables1_2: SCI-MD-007 R1 direct total-content cohort; caveat: C. canephora only; all rows share UEL/Embrapa laboratory and source lineage,PW_MANIFEST
visualizer_coffee,visualizer_coffee,visualizer/hydraulic_timeseries;visualizer/user_outcomes,2058d0e947ee9eb92c52d64f6165b810f1fb4732,public shots used with author (Miha Rekar) permission 2026-07-14 via documented API within published rate limits; PUBLICATION MUST credit Visualizer + collectively acknowledge contributing users; raw corpus gitignored (not redistributed),REGISTERED_SOURCE_ARTIFACT,TARGET_EXPOSED_RETROSPECTIVE_COMPARISON_DATA,espresso/coffee source-defined,G3 pump-characteristic population (ecological P-Q envelope); P2 harness ecological hydraulic variability; P6 Fo_F population | NONE as groundtruth - hypothesis/cross-reference only,source-defined; not promoted to fold,not enumerated: unselected Phase-A context,visualizer/hydraulic_timeseries;visualizer/user_outcomes,bar; g/s; g; degC; s | %TDS; %EY; 1-? sensory ints,n,source-dependent; no automatic input transfer,source-native units retained; explicit EWP bridge required,G3 pump-characteristic population (ecological P-Q envelope); P2 harness ecological hydraulic variability; P6 Fo_F population | NONE as groundtruth - hypothesis/cross-reference only,CONDITIONAL_PREDICTIVE_EVALUATION,CONSTRAINT_OR_CONTEXT,false,true,false,CONDITIONAL_PREDICTIVE_EVALUATION,"visualizer/hydraulic_timeseries;visualizer/user_outcomes: G3 pump-characteristic population (ecological P-Q envelope); P2 harness ecological hydraulic variability; P6 Fo_F population; caveat: selection bias (public self-selected shots; showcase+diagnostic skew); no PSD, no basket geometry, no independent EY groundtruth; commanded (*_goal) vs achieved differ; node identity of 'pressure' per §5.9. flow_weight is the trustworthier channel (espresso_flow may be volumetric); privacy: user id salted-hashed, free-text dropped on ingest.",MODEL_INPUT_REQUIREMENT,evaluate source observable bridge; do not infer EWP equivalence,,"visualizer/hydraulic_timeseries;visualizer/user_outcomes: G3 pump-characteristic population (ecological P-Q envelope); P2 harness ecological hydraulic variability; P6 Fo_F population; caveat: selection bias (public self-selected shots; showcase+diagnostic skew); no PSD, no basket geometry, no independent EY groundtruth; commanded (*_goal) vs achieved differ; node identity of 'pressure' per §5.9. flow_weight is the trustworthier channel (espresso_flow may be volumetric); privacy: user id salted-hashed, free-text dropped on ingest.",PW_MANIFEST
wadsworth2026_grindmap / wadsworth2026 (one paper),wadsworth2026_grindmap / wadsworth2026 (one paper),wadsworth2026/table1_full,2058d0e947ee9eb92c52d64f6165b810f1fb4732,open access CC-BY-4.0 (DOI 10.1098/rsos.252031),REGISTERED_SOURCE_ARTIFACT,TARGET_EXPOSED_RETROSPECTIVE_COMPARISON_DATA,espresso/coffee source-defined,"item 1.5: refit beta,R0 from <R>; S(G) monotonicity; supersedes partial wadsworth2026_table1.csv for grind map",source-defined; not promoted to fold,not enumerated: unselected Phase-A context,wadsworth2026/table1_full,m; m^2; m^3; 1; 1/m; m^2,y (k_err; S from moments),source-dependent; no automatic input transfer,source-native units retained; explicit EWP bridge required,"item 1.5: refit beta,R0 from <R>; S(G) monotonicity; supersedes partial wadsworth2026_table1.csv for grind map",PARAMETER_RANGE_OR_PRIOR,CONSTRAINT_OR_CONTEXT,false,true,false,PARAMETER_RANGE_OR_PRIOR,"wadsworth2026/table1_full: item 1.5: refit beta,R0 from <R>; S(G) monotonicity; supersedes partial wadsworth2026_table1.csv for grind map; caveat: CARD DISCREPANCY: OLS refit <R>~G gives beta=5.805e-5/R0=1.380e-4 (R2=0.994), NOT card's 4.3505e-5/1.016e-4 (~1.33x). Moments self-consistent (S=<R><R2>/<R3>). Operative map uses refit; card beta/R0 flagged for reconciliation. Raw 22-PSD zip still pending (0.6).",OBSERVATION_OPERATOR,evaluate source observable bridge; do not infer EWP equivalence,,"wadsworth2026/table1_full: item 1.5: refit beta,R0 from <R>; S(G) monotonicity; supersedes partial wadsworth2026_table1.csv for grind map; caveat: CARD DISCREPANCY: OLS refit <R>~G gives beta=5.805e-5/R0=1.380e-4 (R2=0.994), NOT card's 4.3505e-5/1.016e-4 (~1.33x). Moments self-consistent (S=<R><R2>/<R3>). Operative map uses refit; card beta/R0 flagged for reconciliation. Raw 22-PSD zip still pending (0.6).",PW_MANIFEST
wadsworth2026_grindmap / wadsworth2026 (permeability),wadsworth2026_grindmap / wadsworth2026 (permeability),wadsworth2026_table1,2058d0e947ee9eb92c52d64f6165b810f1fb4732,open access CC-BY-4.0 (article DOI 10.1098/rsos.252031),REGISTERED_SOURCE_ARTIFACT,TARGET_EXPOSED_RETROSPECTIVE_COMPARISON_DATA,espresso/coffee source-defined,"item 1.5 refit beta,R0 + S(G) monotonicity; wadsworth2026.permeability collapse gate",source-defined; not promoted to fold,not enumerated: unselected Phase-A context,wadsworth2026_table1,m; 1; 1/m; m^2,y (err_m2 column),source-dependent; no automatic input transfer,source-native units retained; explicit EWP bridge required,"item 1.5 refit beta,R0 + S(G) monotonicity; wadsworth2026.permeability collapse gate",PARAMETER_RANGE_OR_PRIOR,CONSTRAINT_OR_CONTEXT,false,true,false,PARAMETER_RANGE_OR_PRIOR,"wadsworth2026_table1: item 1.5 refit beta,R0 + S(G) monotonicity; wadsworth2026.permeability collapse gate; caveat: ERRATUM (S5.7): S6 swelling example prints 8.1e17 m^2 = typo for 8.1e-17 m^2. NOTE: grindmap card cites same DOI as the permeability paper - treat as one paper unless card corrected (flagged to user).",OBSERVATION_OPERATOR,evaluate source observable bridge; do not infer EWP equivalence,,"wadsworth2026_table1: item 1.5 refit beta,R0 + S(G) monotonicity; wadsworth2026.permeability collapse gate; caveat: ERRATUM (S5.7): S6 swelling example prints 8.1e17 m^2 = typo for 8.1e-17 m^2. NOTE: grindmap card cites same DOI as the permeability paper - treat as one paper unless card corrected (flagged to user).",PW_MANIFEST
waszkiewicz2025,waszkiewicz2025,waszkiewicz2025/traces_time_dependent;waszkiewicz2025/tds_fractions;waszkiewicz2025/static_calibration;waszkiewicz2025/tds_solids_calibration;waszkiewicz2025/brewer_quadratic;waszkiewicz2025/mastersizer_psd;waszkiewicz2025/constants;waszkiewicz2025/traces_per_brew;waszkiewicz2025/equilibrium_windows,2058d0e947ee9eb92c52d64f6165b810f1fb4732,"CC-BY-4.0 (Zenodo 10.5281/zenodo.18046315); code GPLv3 not ingested | CC-BY-4.0 (Zenodo 10.5281/zenodo.18046315, record license); code GPLv3 not ingested",REGISTERED_SOURCE_ARTIFACT,TARGET_EXPOSED_RETROSPECTIVE_COMPARISON_DATA,espresso/coffee source-defined,"RC-3 / item 1.2 (9-bar Q(t)); P2 kappa(t) ladder | harness 2.1 dissolution-speed test (S5.6); RC-3 TDS | item 1.2 refit target (Q_c,P_c)=(1.90 g/s,12 bar) | item 1.2 Phi(t)=m_d(t)/m0 sigmoid (RC-3a scope only) | machine-stage pump->basket adapter (ledger A1); RC-3 machine mode | grind-stage PSD reference; pack_generator prior | rig inputs for items 1.2 / RC-3 | Paper B2 review 4.1 shot-level ladder (analysis.waszkiewicz_shot_level); shot-to-shot noise floor for reading ladder RMSE differences | Paper B2 review 4.7/P0.5 equilibrium-provenance audit (analysis.waszkiewicz_shot_level.equilibrium_window_sensitivity)",physical_brew,11 conditions/56 canonical brews,waszkiewicz2025/traces_time_dependent;waszkiewicz2025/tds_fractions;waszkiewicz2025/static_calibration;waszkiewicz2025/tds_solids_calibration;waszkiewicz2025/brewer_quadratic;waszkiewicz2025/mastersizer_psd;waszkiewicz2025/constants;waszkiewicz2025/traces_per_brew;waszkiewicz2025/equilibrium_windows,bar; s; g; g/s | percent; s | bar; g/s | percent; g; s | um; volume percent | m; Pa*s; m; g | bar; g/s; s,"y | y (std) | n (3 replicates) | n | n (these ARE the individual shots; spread is computed from them, not carried) | n (per-shot values; spread computed from them)",source-dependent; no automatic input transfer,source-native units retained; explicit EWP bridge required,"RC-3 / item 1.2 (9-bar Q(t)); P2 kappa(t) ladder | harness 2.1 dissolution-speed test (S5.6); RC-3 TDS | item 1.2 refit target (Q_c,P_c)=(1.90 g/s,12 bar) | item 1.2 Phi(t)=m_d(t)/m0 sigmoid (RC-3a scope only) | machine-stage pump->basket adapter (ledger A1); RC-3 machine mode | grind-stage PSD reference; pack_generator prior | rig inputs for items 1.2 / RC-3 | Paper B2 review 4.1 shot-level ladder (analysis.waszkiewicz_shot_level); shot-to-shot noise floor for reading ladder RMSE differences | Paper B2 review 4.7/P0.5 equilibrium-provenance audit (analysis.waszkiewicz_shot_level.equilibrium_window_sensitivity)",DIRECT_RETROSPECTIVE_PREDICTIVE_EVALUATION,LEVEL_1_SOURCE_RECONSTRUCTION,false,true,true,DIRECT_RETROSPECTIVE_PREDICTIVE_EVALUATION,"waszkiewicz2025/traces_time_dependent;waszkiewicz2025/tds_fractions;waszkiewicz2025/static_calibration;waszkiewicz2025/tds_solids_calibration;waszkiewicz2025/brewer_quadratic;waszkiewicz2025/mastersizer_psd;waszkiewicz2025/constants;waszkiewicz2025/traces_per_brew;waszkiewicz2025/equilibrium_windows: RC-3 / item 1.2 (9-bar Q(t)); P2 kappa(t) ladder; caveat: soft circularity: m_d(t) from TDS x Q on same rig; 11-13 bar dip below monotone model; basket vs line pressure both present (node id per RC-3/S5.9) | S5.9 nodes: basket_pressure__bar = P_basket (basket gauge), pressure__bar = line/pump-side.",TARGET_EXPOSURE_CLAIM_LIMIT,evaluate source observable bridge; do not infer EWP equivalence,L-HYD,exact predecessor reuse,PW_MANIFEST;WASZ_AGG
